recordKey,jsonIndex,id,articleId,publishedAt,publishedDisplay,sourceName,sourceHost,title,storyId,storyTitle,targetKeys,label,sentiment_score,grau_ambiguidade,reason,evidencia_sentimento,evento,evento_chave,evento_id,tipo_evento,local,data_evento,descricao_curta,evidencia_evento,model,month
a-1356,715,a-1356,1356,2023-02-24 16:56:02+00:00,24/02/2023 16:56 UTC,Diario do Rio,diariodorio.com,ISP aponta que forças policiais reduzem violência em Duque de Caxias e Belford Roxo,957,ISP aponta que forças policiais reduzem violência em Duque de Caxias e Belford Roxo,seguranca; violencia,positivo,1.0,baixo,"A notícia destaca a redução significativa da violência em Duque de Caxias e Belford Roxo, associando isso ao investimento em segurança.",O estudo revela que Caxias não registra latrocínio há dez meses e Belford Roxo há seis meses.,Redução da violência em Duque de Caxias e Belford Roxo,reducao-da-violencia-duque-de-caxias-belford-roxo-2023,reducao-da-violencia-duque-de-caxias-belford-roxo-2023,resultado/indicador,Duque de Caxias e Belford Roxo,2023-02-24,Levantamento do ISP mostra redução da criminalidade em Duque de Caxias e Belford Roxo.,"Em Caxias, roubos a estabelecimentos comerciais tiveram redução de nove casos em comparação a janeiro de 2022.",gpt-4o-mini,2023-02
a-1355,714,a-1355,1355,2023-02-26 16:01:57+00:00,26/02/2023 16:01 UTC,Diario do Rio,diariodorio.com,Miguel Pereira foi a cidade mais segura do Carnaval do Rio,956,Miguel Pereira foi a cidade mais segura do Carnaval do Rio,roubo; seguranca; violencia,positivo,1.0,baixo,"A notícia destaca a segurança durante o Carnaval em Miguel Pereira, com poucas apreensões e reforço no patrulhamento.",Essa violência não foi registrada na cidade de Miguel Pereira – considerada uma das cidades mais seguras do Estado do Rio de Janeiro.,Segurança durante o Carnaval em Miguel Pereira,seguranca-carnaval-miguel-pereira-2023,seguranca-carnaval-miguel-pereira-2023,resultado/indicador,Miguel Pereira,2023-02-22,"Miguel Pereira foi considerada a cidade mais segura do Carnaval do Rio, com apenas duas apreensões de drogas.",Foram realizadas apenas duas apreensões de drogas em Miguel Pereira.,gpt-4o-mini,2023-02
a-1354,713,a-1354,1354,2023-03-02 21:22:59+00:00,02/03/2023 21:22 UTC,Diario do Rio,diariodorio.com,Bicho-preguiça é resgatado após ser levado do Parque Lage escondido em mochila,955,Bicho-preguiça é resgatado após ser levado do Parque Lage escondido em mochila,crime,positivo,1.0,baixo,A atuação dos agentes da Operação Segurança Presente resultou na detenção dos criminosos e no resgate do bicho-preguiça.,Agentes da Operação Segurança Presente constataram o furto e detiveram os criminosos.,Resgate de bicho-preguiça após furto no Parque Lage,resgate-bicho-preguica-furto-parque-lage-2023,resgate-bicho-preguica-furto-parque-lage-2023,prisao/apreensao,"Parque Lage, Rio de Janeiro",2023-03-02,"Três homens foram detidos ao tentarem furtar um bicho-preguiça no Parque Lage, sendo resgatado por agentes da Segurança Presente.",Três homens foram detidos deixando o Parque Lage com um bicho-preguiça escondido na mochila.,gpt-4o-mini,2023-03
a-1353,647,a-1353,1353,2023-03-02 21:29:33+00:00,02/03/2023 21:29 UTC,Diario do Rio,diariodorio.com,Operação prende meliante por porte de drogas no Flamengo,906,Operação Ordo prende 21 pessoas nas primeiras horas,ordem_publica,positivo,1.0,baixo,"A operação resultou na prisão de um meliante e na apreensão de drogas e armas, destacando a efetividade da ação policial.",As ações ostensivas gera resultados positivos no trabalho de prevenção e repressão de crimes.,Operação policial no Flamengo resulta em prisão e apreensões,operacao-policial-flamengo-2023,operacao-policial-flamengo-2023,operacao policial,"Flamengo, Rio de Janeiro",2023-03-02,Operação policial no Flamengo prendeu um meliante por porte de drogas e apreendeu armas e entorpecentes.,Um meliante foi detido e encaminhado pelos agentes do Aterro Presente para a 9ª DP por porte de drogas.,gpt-4o-mini,2023-03
a-1352,712,a-1352,1352,2023-03-09 21:05:25+00:00,09/03/2023 21:05 UTC,Diario do Rio,diariodorio.com,Subprefeitura do Centro inicia Gabinete Itinerante no Largo da Carioca,954,Subprefeitura do Centro inicia Gabinete Itinerante no Largo da Carioca,operacao_seguranca_presente; seguranca; seguranca_presente,n/a,,baixo,A notícia não apresenta avaliação clara sobre o programa Segurança Presente.,,Início do Gabinete Itinerante no Largo da Carioca,inicio-gabinete-itinerante-largo-da-carioca-2023,inicio-gabinete-itinerante-largo-da-carioca-2023,outro,"Largo da Carioca, Centro do Rio",2023-03-09,Subprefeitura do Centro inicia Gabinete Itinerante para acolher demandas da população.,"A Subprefeitura do Centro realizou, nesta quinta-feira (09/03), a primeira ação da Subprefeitura Itinerante, no Largo da Carioca.",gpt-4o-mini,2023-03
a-1351,711,a-1351,1351,2023-03-10 06:07:52+00:00,10/03/2023 06:07 UTC,Diario do Rio,diariodorio.com,"Homem é preso, após roubar 30 metros de fio de cobre, em hospital, no Grajaú",953,"Homem é preso, após roubar 30 metros de fio de cobre, em hospital, no Grajaú",ordem_publica; seguranca; seguranca_presente,negativo,-1.0,baixo,"A notícia retrata um furto em um hospital, evidenciando problemas de segurança na área.","Infelizmente, a prática de roubos e furtos de cabos e fios de cobre... é uma praga que corrói a vida e o bem-estar da população do Rio de Janeiro.",Prisão de homem por furto de fios em hospital no Grajaú,prensao-homem-furto-fios-hospital-grajau-2023,prensao-homem-furto-fios-hospital-grajau-2023,prisao/apreensao,"Grajaú, Rio de Janeiro",2023-03-08,Homem é preso após roubar 30 metros de fio de cobre de um hospital no Grajaú.,"Agentes da Operação Grajaú e Vila Isabel Presente prenderam, nesta quarta-feira (8), um homem que havia furtado 30 metros de fios.",gpt-4o-mini,2023-03
a-1350,710,a-1350,1350,2023-03-14 22:05:12+00:00,14/03/2023 22:05 UTC,Diario do Rio,diariodorio.com,Veículos que atuavam como ferro-velho itinerante em Copacabana são retirados de circulação,952,Veículos que atuavam como ferro-velho itinerante em Copacabana são retirados de circulação,ordem_publica,positivo,1.0,baixo,"A operação retirou veículos irregulares e abordou pessoas com antecedentes, mostrando ação efetiva do programa.",As ações vem sendo reforçadas na Zona Sul.,Operação de retirada de veículos irregulares em Copacabana,operacao-retirada-veiculos-irregulares-copacabana-2023,operacao-retirada-veiculos-irregulares-copacabana-2023,operacao policial,Copacabana,2023-03-14,Operação retira veículos irregulares e aborda pessoas com antecedentes em Copacabana.,"Uma operação integrada por órgãos do Governo do Estado, realizada na manhã desta terça-feira (14/03), autuou e retirou de circulação, dois veículos.",gpt-4o-mini,2023-03
a-1349,708,a-1349,1349,2023-03-24 20:39:56+00:00,24/03/2023 20:39 UTC,Diario do Rio,diariodorio.com,Operação de combate a delitos aborda 31 pessoas e apreende armas brancas em Copacabana,951,Operação de combate ao uso do crack aborda 29 pessoas em Copacabana,ordem_publica; seguranca,positivo,1.0,baixo,"A operação resultou em apreensões e abordagens de pessoas com antecedentes criminais, mostrando efetividade na ação.","A ação se torna mais ostensiva e rotineira, seguindo a determinação do Governador e do Superintendente do Programa Segurança Presente.",Operação de combate a delitos em Copacabana,operacao-combate-delitos-copacabana-2023,operacao-combate-delitos-copacabana-2023,operacao policial,Copacabana,2023-03-23,Operação em Copacabana aborda 31 pessoas e apreende armas brancas.,"Ao todo, 31 pessoas foram abordadas, sendo que todas possuíam antecedentes criminais.",gpt-4o-mini,2023-03
a-1348,707,a-1348,1348,2023-03-28 22:44:20+00:00,28/03/2023 22:44 UTC,Diario do Rio,diariodorio.com,Operação de combate ao uso do crack aborda 29 pessoas em Copacabana,951,Operação de combate ao uso do crack aborda 29 pessoas em Copacabana,ordem_publica,positivo,1.0,baixo,A operação é apresentada como uma ação efetiva para combater o uso de crack e proporcionar segurança na região.,As operações tem sido intensificadas para que os resultados sejam sentidos.,Operação de combate ao uso do crack em Copacabana,operacao-combate-uso-crack-copacabana-2023,operacao-combate-uso-crack-copacabana-2023,operacao policial,Copacabana,2023-03-28,Operação aborda 29 pessoas em Copacabana para combater o uso de crack.,"Na manhã desta terça-feira (28/03), o Governo do Estado realizou uma grande operação em Copacabana.",gpt-4o-mini,2023-03
a-1347,528,a-1347,1347,2023-03-30 18:16:21+00:00,30/03/2023 18:16 UTC,Diario do Rio,diariodorio.com,Cláudio Castro anuncia comitê permanente para garantir segurança nas escolas,950,Cláudio Castro anuncia comitê permanente para garantir segurança nas escolas,seguranca; violencia,positivo,1.0,baixo,"A notícia retrata a criação de um comitê para garantir segurança nas escolas, com ações concretas e apoio institucional.","Estamos criando esse comitê para garantir mais proteção às nossas crianças, jovens e profissionais que trabalham na rede.",Criação do Comitê Permanente de Segurança nas Escolas,criacao-comite-permanente-seguranca-escolas-2023,criacao-comite-permanente-seguranca-escolas-2023,gestao/administracao,Rio de Janeiro,2023-03-30,Governador Cláudio Castro anuncia comitê para garantir segurança nas escolas do Rio de Janeiro.,O objetivo é implantar ações para identificar e evitar situações de violência nas escolas públicas e privadas do Rio.,gpt-4o-mini,2023-03
a-1853,524,a-1853,1853,2023-03-31 19:29:49+00:00,31/03/2023 19:29 UTC,Tribuna da Serra,tribunadaserra.com.br,Governador Cláudio Castro anuncia comitê permanente para garantir segurança nas escolas,950,Cláudio Castro anuncia comitê permanente para garantir segurança nas escolas,seguranca; violencia,positivo,1.0,baixo,"A notícia retrata a criação de um comitê e ações para garantir segurança nas escolas, o que é visto como uma medida positiva.","Estamos criando esse comitê para garantir mais proteção às nossas crianças, jovens e profissionais que trabalham na rede.",Criação do Comitê Permanente de Segurança Escolar no Rio de Janeiro,criacao-comite-permanente-seguranca-escolar-rio-2023,criacao-comite-permanente-seguranca-escolar-rio-2023,gestao/administracao,Rio de Janeiro,2023-03-30,Governador Cláudio Castro anuncia comitê para garantir segurança nas escolas do Rio.,Anúncio da criação de um Comitê Permanente de Segurança Escolar com representantes de vários órgãos.,gpt-4o-mini,2023-03
a-1854,525,a-1854,1854,2023-03-31 19:29:49+00:00,31/03/2023 19:29 UTC,Tribuna da Serra,tribunadaserra.com.br,Governador Cláudio Castro anuncia comitê permanente para garantir segurança nas escolas,950,Cláudio Castro anuncia comitê permanente para garantir segurança nas escolas,seguranca; violencia,positivo,1.0,baixo,"A notícia retrata a criação de um comitê e iniciativas para garantir segurança nas escolas, o que é visto como uma ação positiva.","Estamos criando esse comitê para garantir mais proteção às nossas crianças, jovens e profissionais que trabalham na rede.",Criação do Comitê Permanente de Segurança Escolar no Rio de Janeiro,criacao-comite-permanente-seguranca-escolar-rio-2023,criacao-comite-permanente-seguranca-escolar-rio-2023,gestao/administracao,Rio de Janeiro,2023-03-30,Governador Cláudio Castro anuncia comitê para garantir segurança nas escolas.,Anunciou a criação de um Comitê Permanente de Segurança Escolar com representantes de vários órgãos do governo.,gpt-4o-mini,2023-03
a-1855,526,a-1855,1855,2023-03-31 19:29:49+00:00,31/03/2023 19:29 UTC,Tribuna da Serra,tribunadaserra.com.br,Governador Cláudio Castro anuncia comitê permanente para garantir segurança nas escolas,950,Cláudio Castro anuncia comitê permanente para garantir segurança nas escolas,seguranca; violencia,positivo,1.0,baixo,"A notícia retrata a criação de um comitê para garantir segurança nas escolas, com ações concretas e apoio institucional.","Estamos criando esse comitê para garantir mais proteção às nossas crianças, jovens e profissionais que trabalham na rede.",Criação do Comitê Permanente de Segurança Escolar no Rio de Janeiro,criacao-comite-permanente-seguranca-escolar-rio-2023,criacao-comite-permanente-seguranca-escolar-rio-2023,gestao/administracao,Rio de Janeiro,2023-03-30,Governador Cláudio Castro anuncia comitê para garantir segurança nas escolas.,A criação de um Comitê Permanente de Segurança Escolar com representantes de vários órgãos do governo e entidades civis.,gpt-4o-mini,2023-03
a-1856,527,a-1856,1856,2023-03-31 19:29:49+00:00,31/03/2023 19:29 UTC,Tribuna da Serra,tribunadaserra.com.br,Governador Cláudio Castro anuncia comitê permanente para garantir segurança nas escolas,950,Cláudio Castro anuncia comitê permanente para garantir segurança nas escolas,seguranca; violencia,positivo,1.0,baixo,"A notícia retrata a criação de um comitê e ações para garantir segurança nas escolas, o que é visto como uma medida positiva.","Estamos criando esse comitê para garantir mais proteção às nossas crianças, jovens e profissionais que trabalham na rede.",Criação do Comitê Permanente de Segurança Escolar no Rio de Janeiro,criacao-comite-permanente-seguranca-escolar-rio-2023,criacao-comite-permanente-seguranca-escolar-rio-2023,gestao/administracao,Rio de Janeiro,2023-03-30,Governador Cláudio Castro anuncia comitê para garantir segurança nas escolas.,A criação de um Comitê Permanente de Segurança Escolar com representantes de vários órgãos do governo e entidades civis.,gpt-4o-mini,2023-03
a-1346,706,a-1346,1346,2023-04-01 17:33:33+00:00,01/04/2023 17:33 UTC,Diario do Rio,diariodorio.com,São Gonçalo registra diminuição nos crimes contra vida e patrimônio; confira números,949,São Gonçalo registra diminuição nos crimes contra vida e patrimônio; confira números,crime; seguranca,positivo,1.0,baixo,A notícia destaca a redução significativa dos crimes e o impacto positivo da Operação São Gonçalo Presente.,A chegada do São Gonçalo Presente foi um divisor de águas na segurança pública da nossa cidade.,Redução de crimes em São Gonçalo em fevereiro de 2023,reducao-crimes-sao-goncalo-2023,reducao-crimes-sao-goncalo-2023,resultado/indicador,São Gonçalo,2023-02,"São Gonçalo registra redução de 20,83% nos homicídios dolosos em fevereiro de 2023.","Em fevereiro deste ano, a diminuição foi de 20,83% em comparação com o mesmo período em 2022.",gpt-4o-mini,2023-04
a-1345,705,a-1345,1345,2023-04-04 18:19:34+00:00,04/04/2023 18:19 UTC,Diario do Rio,diariodorio.com,Marques: As revelações descortinadas pela pesquisa Prefab para Prefeito do Rio em 2024,948,Marques: As revelações descortinadas pela pesquisa Prefab para Prefeito do Rio em 2024,assalto; inseguranca; medo; seguranca; seguranca_presente; violencia,negativo,-1.0,baixo,"A pesquisa indica insatisfação com a segurança no Rio, destacando a ineficácia do programa Segurança Presente.",A Segurança (ou Insegurança) lidera a insatisfação do eleitor.,Insatisfação com a segurança no Rio de Janeiro,insatisfacao-seguranca-rio-2023,insatisfacao-seguranca-rio-2023,resultado/indicador,Rio de Janeiro,2023,Pesquisa revela insatisfação dos cariocas com a segurança e a atuação do programa Segurança Presente.,"A pesquisa da Prefab Future divulgada nesta segunda-feira (3) traz, entre outras informações, duas revelações de extrema importância.",gpt-4o-mini,2023-04
